date,product_code,customer_code,date_key,year,month_name,month_short_name,quarter,year_quarter,customer,market,platform,channel,division,category,product,variant,sold_quantity,price_inr,total_amount_inr
2024-01-01,HIKD0476A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 7,12,6080,72960
2024-01-01,HIKAED3D8,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 10,14,1360,19040
2024-01-01,HIKD8EC67,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,M,14,1550,21700
2024-01-01,HIK5BEC68,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,XXL,9,6970,62730
2024-01-01,HIK8D130E,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Water Bottles,PX Insulated Hiking Bottle,750 ml,22,4440,97680
2024-01-01,HIK551B1C,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Water Bottles,PX Insulated Hiking Bottle,Steel,9,560,5040
2024-01-01,HIKC3460C,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Water Bottles,PX Insulated Hiking Bottle,500 ml,22,1160,25520
2024-01-01,HIKF7229D,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 9,5,6260,31300
2024-01-01,HIK070F0B,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,L,7,530,3710
2024-01-01,HIKCAC6DD,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,S,10,1550,15500
2024-01-01,HIK77A350,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Backpacks,TX Mountain Trek Backpack,40L,17,5290,89930
2024-01-01,HIK1EDFAB,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Trekking Poles,NX Trekking Pole Set,Short (100 cm),16,4750,76000
2024-01-01,HIK36B5E7,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Apparel,AX Mountain Hiking Jacket,XL,10,5210,52100
2024-01-01,HIK3D8B94,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Trekking Poles,NX Trekking Pole Set,Medium (120 cm),6,1960,11760
2024-01-01,HIKBE06F0,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Backpacks,TX Mountain Trek Backpack,20L,22,6330,139260
2024-01-01,HIKD4C3B1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 8,12,2650,31800
2024-01-01,HIK477AAF,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Backpacks,TX Mountain Trek Backpack,30L,21,3230,67830
2024-01-01,HIK3DF988,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Water Bottles,PX Insulated Hiking Bottle,1 L,20,5350,107000
2024-01-01,HIKD36FFD,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Trekking Poles,NX Trekking Pole Set,Foldable,11,4720,51920
2024-01-01,HIKFE5678,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Backpacks,TX Mountain Trek Backpack,50L,7,7830,54810
2024-01-01,HIKF1C8B8,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Trekking Poles,NX Trekking Pole Set,Anti-Shock,15,4770,71550
2024-01-01,HIKC8C113,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Hiking Shoes,HX TrailGrip Hiking Shoes,UK 6,12,5450,65400
2024-01-01,HIK122A22,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Trekking Poles,NX Trekking Pole Set,Long (135 cm),14,1110,15540
2024-01-01,HIKAD4D17,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Hiking,Backpacks,TX Mountain Trek Backpack,70L,11,4130,45430
2024-01-01,HORSE77A541,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Boots,PX Leather Riding Boots,UK 6,12,2970,35640
2024-01-01,HORSE2EEE60,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Horse Halter,FX Stable Halter,Standard,7,2800,19600
2024-01-01,HORSE3B12B0,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Crop,NX Flex Riding Crop,60 cm,6,8780,52680
2024-01-01,HORSEAE5456,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Horse Grooming Kit,MX Grooming Brush Kit,5-Piece,14,4020,56280
2024-01-01,HORSEB0E845,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Helmet,HX Rider Safety Helmet,Black,10,10140,101400
2024-01-01,HORSE63358C,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Saddle Pad,TX Comfort Saddle Pad,Pony Size,21,5680,119280
2024-01-01,HORSEEB0E93,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Boots,PX Leather Riding Boots,UK 7,7,7320,51240
2024-01-01,HORSEE8A02C,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Crop,NX Flex Riding Crop,70 cm,6,4920,29520
2024-01-01,HORSE32EC33,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Horse Riding,Riding Helmet,HX Rider Safety Helmet,Brown,15,6910,103650
2024-01-01,RUND03BFE,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Stopwatch,TX Runner Digital Stopwatch,Lap Counter,15,4950,74250
2024-01-01,RUND9B589,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Apparel,AX DryFit Running T-Shirt,L,15,1040,15600
2024-01-01,RUN6DCFAC,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Accessories,NX Hydration Running Belt,Adjustable Fit,16,2780,44480
2024-01-01,RUN1AB696,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Socks,PX Cushion Running Socks,Compression,10,4440,44400
2024-01-01,RUN4820EF,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Stopwatch,TX Runner Digital Stopwatch,Standard,4,3810,15240
2024-01-01,RUN339949,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Accessories,NX Hydration Running Belt,Lightweight Edition,11,3610,39710
2024-01-01,RUN10A073,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Apparel,AX DryFit Running T-Shirt,XL,6,3990,23940
2024-01-01,RUNB90BB2,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Apparel,AX DryFit Running T-Shirt,S,5,2050,10250
2024-01-01,RUN785BD8,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Shoes,RX Sprint Road Running Shoes,UK 10,8,2280,18240
2024-01-01,RUN51B03C,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Socks,PX Cushion Running Socks,XL,17,4540,77180
2024-01-01,RUN1D0017,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Accessories,NX Hydration Running Belt,1 L,4,4130,16520
2024-01-01,RUN192A50,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Apparel,AX DryFit Running T-Shirt,XXL,10,4830,48300
2024-01-01,RUN5C06BF,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Apparel,AX DryFit Running T-Shirt,M,14,4600,64400
2024-01-01,RUNEBBF53,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Shoes,RX Sprint Road Running Shoes,UK 8,14,3580,50120
2024-01-01,RUN907813,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Running,Running Socks,PX Cushion Running Socks,S,13,2710,35230
2024-01-01,SKAT751A86,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Knee Pads,PX Skate Knee Pads,L,16,5600,89600
2024-01-01,SKATCB097A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Skate Wheels,SKX Replacement Wheel Set,82A Hardness,12,4040,48480
2024-01-01,SKAT407D01,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Inline Skates,SKX Glide Inline Skates,EU 37,15,4330,64950
2024-01-01,SKAT8BFE91,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Wrist Guards,NX Wrist Protector,Standard,8,4860,38880
2024-01-01,SKAT47003B,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Elbow Pads,PX Skate Elbow Pads,S,16,6190,99040
2024-01-01,SKAT24B8F2,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Elbow Pads,PX Skate Elbow Pads,M,16,2640,42240
2024-01-01,SKAT8A94D3,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Inline Skates,SKX Glide Inline Skates,EU 40,10,2500,25000
2024-01-01,SKATC23D72,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Skating Bag,SKX Skate Carry Bag,20L,15,880,13200
2024-01-01,SKATDA2B42,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Skating,Helmet,AX Skate Safety Helmet,S,7,4550,31850
2024-01-01,SQUA4C7DCE,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Pro Edition,15,1340,20100
2024-01-01,SQUA99D795,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Head Light,8,4200,33600
2024-01-01,SQUABC7FB7,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,130g,1,5120,5120
2024-01-01,SQUAC908FD,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Head Heavy,2,1030,2060
2024-01-01,SQUA84B377,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Even Balance,4,1080,4320
2024-01-01,SQUA732DF1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Beginner,2,5790,11580
2024-01-01,SQUA22F29D,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,Advanced,4,4290,17160
2024-01-01,SQUA82575A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Squash,Squash Racket,SQ Impact Squash Racket,110g,4,1740,6960
2024-01-01,SURF56D4BF,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Surfboard,SX WaveRider Surfboard,6 ft,4,9910,39640
2024-01-01,SURF2EBCCA,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Wetsuit,WX AquaFit Wetsuit,Short Sleeve,3,9460,28380
2024-01-01,SURF8627B1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Surfboard,SX WaveRider Surfboard,7 ft,4,5510,22040
2024-01-01,SURF7A248A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Swim Fins,PX Surf Swim Fins,Medium,2,5910,11820
2024-01-01,SURF60F2D1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Swim Fins,PX Surf Swim Fins,Large,4,1650,6600
2024-01-01,SURFE9DE14,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Surf Leash,NX AntiSnap Surf Leash,6 ft,4,1220,4880
2024-01-01,SURFEB883D,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Bodyboard,BX Hydro Bodyboard,42 inch,4,9390,37560
2024-01-01,SURFF237F1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Surf Leash,NX AntiSnap Surf Leash,9 ft,2,5230,10460
2024-01-01,SURF69CACC,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Surfing,Bodyboard,BX Hydro Bodyboard,45 inch,1,10970,10970
2024-01-01,SWIM8BE666,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Adult,4,2960,11840
2024-01-01,SWIM0619EB,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Red,2,3910,7820
2024-01-01,SWIM38D257,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,L,1,2160,2160
2024-01-01,SWIM814E22,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Blue,2,1430,2860
2024-01-01,SWIMAEF4F3,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,M,2,3220,6440
2024-01-01,SWIMCA28CC,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,S,1,1230,1230
2024-01-01,SWIM3B2B99,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Junior,2,1590,3180
2024-01-01,SWIM4F5CDD,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Junior,1,550,550
2024-01-01,SWIMB4058D,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Wide View,4,300,1200
2024-01-01,SWIM139E14,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Anti-Fog,1,3860,3860
2024-01-01,SWIME2E04A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Black,2,3380,6760
2024-01-01,SWIMBAC8EE,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,XL,3,3130,9390
2024-01-01,SWIM2785E8,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimming Goggles,SX ClearView Swim Goggles,Mirrored Lens,1,1750,1750
2024-01-01,SWIM8D675F,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Small,2,1060,2120
2024-01-01,SWIM98EEF3,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swim Caps,PX Silicone Swim Cap,Junior,2,680,1360
2024-01-01,SWIM9CB0C3,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Swimwear,MX Flex Swim Shorts,XXL,3,1270,3810
2024-01-01,SWIM3BD53D,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Extra Buoyant,2,2970,5940
2024-01-01,SWIM684A76,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Swimming,Kickboards,AX EasyFloat Kickboard,Medium,2,3790,7580
2024-01-01,TENN8CF37E,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Spin Friendly,1,7790,7790
2024-01-01,TENNE19233,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Control Balance,1,8010,8010
2024-01-01,TENN6E46CF,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,TX ControlMax Tennis Racket,Beginner,1,1130,1130
2024-01-01,TENNDCCD5A,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,300g,1,7910,7910
2024-01-01,TENN514228,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,TX ControlMax Tennis Racket,Grip 2,1,6520,6520
2024-01-01,TENN0CFFE7,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Tennis,Tennis Racket,MX SpinForce Tennis Racket,Grip 1,1,10520,10520
2024-01-01,VOLLD0506F,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball Shoes,RX Volley Indoor Shoes,UK 8,259,2910,753690
2024-01-01,VOLLC5F036,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball,VX SoftTouch Volleyball,Size 4,151,1690,255190
2024-01-01,VOLLA6AAB1,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball Shoes,RX Volley Indoor Shoes,UK 9,721,2540,1831340
2024-01-01,VOLLF5D4E6,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Knee Pads,PX SoftShield Knee Pads,M,585,3270,1912950
2024-01-01,VOLLEEC6A4,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Knee Pads,PX SoftShield Knee Pads,L,575,1540,885500
2024-01-01,VOLL56AE91,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball,VX SoftTouch Volleyball,Size 5,291,3180,925380
2024-01-01,VOLLDDFCD0,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball Accessories,NX Pro Volleyball Pump,Compact,114,3020,344280
2024-01-01,VOLL4B8018,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Volleyball,Volleyball Net,MX Outdoor Volleyball Net,Standard,716,1090,780440
2024-01-01,WLFT9CBF85,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Weight Lifting,Weight Plates,WL Rubber Weight Plate,5 kg,259,2680,694120
2024-01-01,WLFTB0B8BE,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Weight Lifting,Weight Bars,WL Steel Barbell,Olympic 7 ft,306,2450,749700
2024-01-01,WLFTB7DF2B,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Weight Lifting,Weight Bars,WL Steel Barbell,Curl Bar,186,12370,2300820
2024-01-01,WLFT52B261,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Weight Lifting,Dumbbells,WL Hex Dumbbell,12.5 kg,600,6720,4032000
2024-01-01,YOGA19401E,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Meditation Cushion,YX Zen Cushion,Round,390,2300,897000
2024-01-01,YOGACE3F89,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Yoga Mat,YX Comfort Yoga Mat,4mm,112,2460,275520
2024-01-01,YOGA4680D3,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Yoga Strap,PX Flex Yoga Strap,2 m,688,2970,2043360
2024-01-01,YOGA1B22A2,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Resistance Bands,PX Yoga Resistance Band,Heavy,771,1360,1048560
2024-01-01,YOGA6FA844,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Resistance Bands,PX Yoga Resistance Band,Light,518,1240,642320
2024-01-01,YOGAA7E602,70002017,202401,2024,January,Jan,Q1,2024-Q1,Sporty Essentials,India,Brick & Mortar,Retailer,Yoga,Yoga Block,AX Foam Yoga Block,Standard,521,2370,1234770
